id,rssi,snr,relay
2294,-94,-8.4,1
2295,-116,-20.0,1
2296,-87,-3.2,0
2297,-73,2.5,0
2298,-69,5.2,0
2299,-96,-5.6,1
2300,-60,11.6,0
2301,-91,-5.2,1
2302,-56,11.0,0
2303,-64,5.7,0
2304,-111,-14.1,1
2305,-117,-19.1,1
2306,-91,-5.6,1
2307,-90,-7.5,1
2308,-91,-5.4,1
2309,-63,7.8,0
2310,-90,-7.4,1
2311,-105,-14.6,1
2312,-119,-19.7,1
2313,-97,-10.4,1
2314,-63,7.8,0
2315,-111,-15.7,1
2316,-70,7.7,0
2317,-102,-8.7,1
2318,-112,-18.6,1
2319,-115,-17.7,1
2320,-92,-5.6,1
2321,-61,12.0,0
2322,-81,0.4,0
2323,-109,-11.2,1
2324,-58,8.9,0
2325,-115,-19.6,1
2326,-91,-6.3,0
2327,-69,5.7,0
2328,-77,3.0,0
2329,-112,-15.7,1
2330,-55,11.5,0
2331,-104,-11.5,1
2332,-97,-6.2,0
2333,-95,-8.1,1
2334,-92,-7.9,1
2335,-72,4.0,0
2336,-66,6.2,0
2337,-78,1.5,0
2338,-73,2.0,1
2339,-90,-4.2,0
2340,-56,8.9,0
2341,-75,0.2,0
2342,-83,-3.1,0
2343,-102,-10.9,1
2344,-106,-16.2,1
2345,-103,-11.2,1
2346,-108,-13.6,1
2347,-58,12.0,0
2348,-65,7.4,0
2349,-79,1.4,0
2350,-63,7.2,1
2351,-66,6.9,0
2352,-112,-18.0,1
2353,-116,-16.0,1
2354,-103,-12.0,1
2355,-97,-8.4,1
2356,-91,-4.6,0
2357,-102,-12.0,1
2358,-97,-9.4,1
2359,-116,-20.0,1
2360,-89,-2.5,0
2361,-105,-12.9,1
2362,-91,-5.4,1
2363,-94,-5.9,0
2364,-106,-14.0,1
2365,-74,3.2,0
2366,-93,-6.8,0
2367,-86,-3.7,0
2368,-57,12.0,0
2369,-96,-9.3,1
2370,-90,-7.3,0
2371,-106,-13.6,1
2372,-99,-5.3,0
2373,-67,2.3,1
2374,-102,-11.0,1
2375,-108,-15.7,1
2376,-64,4.5,0
2377,-112,-16.9,1
2378,-115,-19.4,1
2379,-74,-0.1,0
2380,-78,0.8,0
2381,-80,1.3,0
2382,-105,-9.6,1
2383,-91,-6.3,0
2384,-73,7.1,0
2385,-74,5.6,0
2386,-76,2.0,0
2387,-82,3.6,0
2388,-64,8.3,0
2389,-118,-18.8,1
2390,-74,1.7,0
2391,-65,8.5,0
2392,-74,3.3,0
2393,-78,1.0,0
2394,-95,-11.0,1
2395,-86,-5.2,1
2396,-62,9.4,0
2397,-83,-1.9,0
2398,-86,-1.3,0
2399,-113,-17.0,1
2400,-61,9.4,0
2401,-71,1.7,0
2402,-91,-4.6,0
2403,-87,-6.0,0
2404,-106,-14.7,1
2405,-103,-11.8,1
2406,-92,-6.4,1
2407,-80,-0.7,1
2408,-67,5.4,0
2409,-104,-11.0,1
2410,-86,-2.3,0
2411,-117,-19.2,1
2412,-99,-11.0,1
2413,-113,-16.1,1
2414,-118,-20.0,1
2415,-97,-8.5,1
2416,-88,-5.3,1
2417,-58,9.1,0
2418,-58,11.9,0
2419,-95,-7.9,0
2420,-98,-7.0,1
2421,-100,-11.0,1
2422,-57,11.3,0
2423,-116,-17.0,1
2424,-74,3.1,0
2425,-70,7.0,0
2426,-108,-12.3,1
2427,-93,-8.7,1
2428,-73,1.9,1
2429,-83,-1.3,0
2430,-56,12.0,0
2431,-107,-13.9,1
2432,-86,-2.3,0
2433,-79,-2.2,0
2434,-78,1.3,0
2435,-69,3.9,0
2436,-104,-10.2,1
2437,-110,-14.9,1
2438,-62,10.2,0
2439,-75,1.1,0
2440,-103,-12.9,1
2441,-69,4.5,1
2442,-67,4.8,0
2443,-55,11.0,0
2444,-120,-20.0,1
2445,-70,5.9,0
2446,-102,-13.1,1
2447,-73,4.2,0
2448,-102,-9.4,1
2449,-94,-4.9,1
2450,-58,11.1,0
2451,-98,-9.4,1
2452,-75,4.7,0
2453,-113,-16.4,1
2454,-91,-6.8,0
2455,-60,5.1,0
2456,-66,9.8,0
2457,-73,3.6,0
2458,-82,-2.7,1
2459,-79,3.8,0
2460,-66,6.2,0
2461,-103,-12.2,1
2462,-101,-12.0,1
2463,-114,-15.9,1
2464,-102,-15.5,1
2465,-63,9.2,0
2466,-60,12.0,0
2467,-87,-5.0,0
2468,-98,-6.2,1
2469,-86,-3.1,0
2470,-81,-1.1,1
2471,-97,-5.9,1
2472,-84,-2.8,1
2473,-113,-14.7,1
2474,-110,-9.3,1
2475,-76,1.2,0
2476,-104,-11.6,1
2477,-90,-3.0,0
2478,-92,-2.9,1
2479,-118,-19.6,1
2480,-96,-9.5,1
2481,-84,-4.6,0
2482,-70,1.8,0
2483,-97,-9.9,1
2484,-91,-8.5,0
2485,-117,-19.5,1
2486,-103,-11.5,1
2487,-102,-10.6,0
2488,-63,6.1,0
2489,-104,-11.6,1
2490,-59,6.5,0
2491,-117,-15.6,1
2492,-88,-5.9,1
2493,-58,11.0,0
2494,-106,-11.5,1
2495,-88,-4.1,1
2496,-100,-9.7,1
2497,-78,0.4,0
2498,-91,-5.3,0
2499,-108,-13.3,1
2500,-107,-13.3,1
2501,-59,11.7,0
2502,-102,-8.8,1
2503,-89,-4.4,0
2504,-74,3.3,0
2505,-82,0.3,1
2506,-106,-14.1,1
2507,-59,12.0,0
2508,-71,2.8,0
2509,-81,-1.9,0
2510,-108,-17.3,1
2511,-55,11.3,0
2512,-91,-2.0,0
2513,-90,-8.9,1
2514,-76,-1.4,0
2515,-80,0.6,0
2516,-69,4.9,0
2517,-105,-12.0,1
2518,-120,-15.9,1
2519,-113,-14.6,1
2520,-67,4.1,0
2521,-69,8.2,0
2522,-76,-1.9,0
2523,-60,11.4,0
2524,-93,-5.0,1
2525,-118,-20.0,1
2526,-101,-12.4,1
2527,-91,-2.5,0
2528,-84,-2.1,0
2529,-99,-10.6,0
2530,-76,2.1,1
2531,-92,-10.1,1
2532,-66,9.3,0
2533,-107,-12.9,1
2534,-71,7.5,0
2535,-78,4.1,0
2536,-84,-2.5,0
2537,-72,4.2,0
2538,-71,3.7,0
2539,-105,-15.5,1
2540,-82,-2.2,1
2541,-55,12.0,0
2542,-81,0.1,0
2543,-88,-4.3,1
2544,-80,2.6,1
2545,-107,-16.2,1
2546,-113,-16.0,1
2547,-97,-8.3,1
2548,-101,-7.5,1
2549,-64,9.6,0
2550,-91,-5.1,1
2551,-110,-13.8,1
2552,-116,-17.3,1
2553,-75,-1.2,1
2554,-83,-0.4,0
2555,-95,-8.1,1
2556,-119,-19.6,1
2557,-55,11.6,0
2558,-92,-7.6,1
2559,-86,-2.2,1
2560,-119,-17.9,1
2561,-111,-16.1,1
2562,-85,-5.2,1
2563,-98,-9.3,1
2564,-104,-11.2,1
2565,-117,-19.7,1
2566,-107,-13.0,1
2567,-57,12.0,0
2568,-60,8.7,0
2569,-70,2.9,0
2570,-75,2.0,0
2571,-81,2.4,1
2572,-57,10.2,0
2573,-111,-16.2,1
2574,-100,-9.6,1
2575,-97,-6.4,1
2576,-89,-6.4,0
2577,-94,-5.3,1
2578,-103,-7.6,1
2579,-63,7.6,0
2580,-105,-9.4,1
2581,-101,-10.6,1
2582,-98,-9.1,1
2583,-84,0.5,0
2584,-90,-5.5,0
2585,-93,-9.1,0
2586,-77,3.1,0
2587,-115,-19.6,1
2588,-80,-0.2,0
2589,-63,11.6,0
2590,-70,5.0,0
2591,-82,-3.4,0
2592,-83,1.7,0
2593,-64,8.2,0
2594,-72,7.6,0
2595,-83,-0.5,1
2596,-89,-4.9,1
2597,-104,-7.9,1
2598,-94,-9.9,0
2599,-64,6.3,0
2600,-77,-1.3,0
2601,-55,9.1,0
2602,-84,-3.2,1
2603,-73,0.2,0
2604,-89,-4.4,1
2605,-111,-14.0,1
2606,-102,-9.4,1
2607,-64,9.9,0
2608,-109,-11.9,1
2609,-78,1.8,0
2610,-93,-4.2,0
2611,-82,-1.3,0
2612,-99,-8.7,1
2613,-67,5.3,0
2614,-116,-20.0,1
2615,-84,-1.3,1
2616,-79,1.3,0
2617,-98,-8.5,1
2618,-87,-3.4,1
2619,-106,-14.4,1
2620,-106,-14.7,1
2621,-68,4.7,0
2622,-112,-18.6,1
2623,-67,4.2,0
2624,-104,-8.3,1
2625,-95,-7.5,1
2626,-76,2.9,0
2627,-60,6.4,0
2628,-97,-9.7,1
2629,-69,5.7,0
2630,-79,-1.9,0
2631,-95,-9.6,1
2632,-80,2.2,0
2633,-84,-1.2,0
2634,-101,-9.7,1
2635,-95,-10.1,1
2636,-97,-9.5,1
2637,-68,3.0,0
2638,-115,-15.4,1
2639,-100,-10.7,1
2640,-115,-17.6,1
2641,-76,1.6,1
2642,-111,-15.3,1
2643,-114,-18.4,1
2644,-78,0.5,0
2645,-85,-4.6,1
2646,-82,1.3,0
2647,-117,-18.7,1
2648,-55,11.5,0
2649,-104,-14.4,1
2650,-116,-15.6,1
2651,-117,-19.2,1
2652,-111,-14.4,1
2653,-68,4.5,0
2654,-67,6.2,0
2655,-118,-20.0,1
2656,-116,-19.1,1
2657,-58,10.1,0
2658,-68,6.7,0
2659,-115,-19.8,1
2660,-70,5.2,0
2661,-99,-8.9,1
2662,-108,-13.1,1
2663,-109,-15.2,1
2664,-104,-13.3,1
2665,-67,5.3,0
2666,-104,-14.3,1
2667,-110,-11.0,1
2668,-58,10.8,0
2669,-72,2.5,0
2670,-65,8.8,0
2671,-95,-9.0,1
2672,-65,7.6,0
2673,-85,-2.7,0
2674,-106,-13.9,1
2675,-71,4.4,0
2676,-58,12.0,0
2677,-101,-9.3,1
2678,-119,-16.5,1
2679,-64,11.9,0
2680,-74,1.2,0
2681,-109,-14.1,1
2682,-56,11.4,0
2683,-116,-20.0,1
2684,-94,-5.6,1
2685,-79,-0.5,1
2686,-97,-11.9,1
2687,-73,4.5,0
2688,-99,-9.6,1
2689,-100,-9.5,1
2690,-93,-7.4,1
2691,-101,-12.1,1
2692,-81,-0.6,0
2693,-95,-8.2,1
2694,-85,0.8,0
2695,-113,-18.2,1
2696,-64,10.3,0
2697,-97,-7.4,0
2698,-90,-7.7,0
2699,-105,-12.1,1
2700,-72,3.1,0
2701,-94,-7.1,1
2702,-116,-19.9,1
2703,-69,2.8,0
2704,-57,7.9,0
2705,-93,-3.6,1
2706,-59,10.2,0
2707,-117,-18.9,1
2708,-107,-12.8,1
2709,-68,3.2,0
2710,-77,4.6,0
2711,-76,1.5,0
2712,-115,-19.2,1
2713,-93,-6.6,1
2714,-95,-6.9,1
2715,-104,-13.8,1
2716,-78,-1.1,0
2717,-74,-1.2,0
2718,-55,10.4,0
2719,-93,-5.4,1
2720,-69,5.3,0
2721,-112,-19.0,1
2722,-103,-14.1,0
2723,-110,-16.2,1
2724,-106,-16.2,1
2725,-105,-14.3,1
2726,-66,5.9,0
2727,-70,6.2,0
2728,-90,-6.0,0
2729,-103,-11.8,1
2730,-56,10.5,0
2731,-83,-1.7,0
2732,-68,9.9,0
2733,-66,4.6,0
2734,-107,-13.0,1
2735,-58,11.7,0
2736,-119,-20.0,1
2737,-114,-17.0,1
2738,-62,6.7,0
2739,-92,-3.5,0
2740,-55,10.8,0
2741,-84,-1.5,0
2742,-63,8.5,0
2743,-77,3.1,0
2744,-76,4.2,0
2745,-65,8.7,0
2746,-64,7.0,0
2747,-64,5.4,0
2748,-114,-17.4,1
2749,-84,-1.3,1
2750,-90,-3.3,0
2751,-61,8.2,0
2752,-111,-16.5,1
2753,-114,-12.3,1
2754,-57,11.4,0
2755,-76,-0.5,1
2756,-75,1.2,0
2757,-69,7.6,0
2758,-94,-5.8,1
2759,-112,-16.7,1
2760,-64,8.7,0
2761,-61,8.7,0
2762,-55,12.0,0
2763,-90,-4.8,0
2764,-87,-4.1,1
2765,-102,-10.5,1
2766,-70,4.6,0
2767,-55,12.0,0
2768,-63,7.6,0
2769,-96,-7.7,1
2770,-57,12.0,0
2771,-87,-4.7,0
2772,-87,-6.6,0
2773,-68,6.5,0
2774,-101,-7.3,1
2775,-62,6.4,0
2776,-68,5.3,0
2777,-93,-7.5,1
2778,-59,11.8,0
2779,-70,6.5,0
2780,-62,7.1,0
2781,-117,-16.6,1
2782,-80,-2.3,0
2783,-97,-7.1,1
2784,-114,-19.6,1
2785,-56,10.2,0
2786,-75,3.7,0
2787,-74,3.7,0
2788,-61,8.9,0
2789,-108,-14.4,1
2790,-104,-10.3,1
2791,-83,-1.5,0
2792,-57,11.0,0
2793,-111,-16.2,1
2794,-97,-8.0,1
2795,-61,5.9,0
2796,-115,-18.1,1
2797,-113,-17.0,1
2798,-112,-16.9,1
2799,-105,-10.2,1
2800,-79,0.9,0
2801,-83,-2.9,1
2802,-67,3.0,0
2803,-119,-20.0,1
2804,-102,-10.9,1
2805,-107,-9.6,1
2806,-97,-9.6,1
2807,-80,-1.7,0
2808,-105,-11.8,0
2809,-67,7.5,0
2810,-87,-3.3,1
2811,-65,5.3,0
2812,-90,-6.5,0
2813,-81,-7.5,1
2814,-92,-6.5,1
2815,-94,-6.2,0
2816,-106,-17.5,1
2817,-65,10.6,0
2818,-59,12.0,0
2819,-104,-9.9,1
2820,-117,-16.1,1
2821,-78,0.1,0
2822,-70,5.6,0
2823,-116,-19.5,1
2824,-115,-18.2,1
2825,-75,2.1,0
2826,-84,-2.3,0
2827,-117,-16.4,1
2828,-91,-7.4,0
2829,-107,-17.1,1
2830,-83,-2.0,0
2831,-90,-4.2,0
2832,-115,-18.2,1
2833,-62,10.2,0
2834,-78,-1.3,0
2835,-70,2.3,0
2836,-68,5.5,0
2837,-108,-15.4,1
2838,-65,8.2,0
2839,-56,12.0,0
2840,-62,10.2,0
2841,-110,-15.1,1
2842,-80,0.7,1
2843,-64,5.1,0
2844,-72,5.2,0
2845,-94,-11.0,1
2846,-113,-15.2,1
2847,-85,-4.3,1
2848,-76,-0.5,0
2849,-68,3.0,0
2850,-96,-10.1,1
2851,-71,6.1,0
2852,-114,-17.4,1
2853,-105,-12.9,1
2854,-78,5.0,0
2855,-112,-16.5,1
2856,-60,9.5,0
2857,-113,-15.5,1
2858,-63,10.1,0
2859,-91,-3.7,1
2860,-65,8.7,0
2861,-73,-2.0,0
2862,-106,-14.9,1
2863,-67,2.9,1
2864,-59,10.0,0
2865,-84,-4.3,0
2866,-76,3.6,1
2867,-64,8.9,0
2868,-93,-7.0,1
2869,-66,8.5,0
2870,-89,-7.5,0
2871,-85,-4.7,0
2872,-116,-13.1,1
2873,-85,-0.8,0
2874,-116,-18.0,1
2875,-106,-13.4,1
2876,-57,9.2,0
2877,-59,12.0,0
2878,-56,12.0,0
2879,-97,-9.3,1
2880,-68,5.8,0
2881,-89,-9.6,1
2882,-85,-2.8,1
2883,-107,-16.9,1
2884,-82,-0.1,0
2885,-113,-14.6,1
2886,-85,0.7,1
2887,-115,-15.0,1
2888,-109,-15.4,1
2889,-64,9.0,0
2890,-95,-7.9,1
2891,-109,-16.5,1
2892,-120,-17.8,1
2893,-109,-11.6,1
2894,-112,-16.9,1
2895,-58,8.7,0
2896,-96,-10.0,1
2897,-83,-5.3,1
2898,-82,-1.9,0
2899,-71,0.5,0
2900,-79,1.7,0
2901,-92,-5.6,1
2902,-100,-7.1,1
2903,-75,5.2,0
2904,-120,-18.6,1
2905,-98,-11.8,1
2906,-115,-16.8,1
2907,-85,-4.3,0
2908,-105,-9.6,1
2909,-94,-6.6,1
2910,-114,-20.0,1
2911,-89,-5.1,1
2912,-106,-12.5,1
2913,-92,-5.8,0
2914,-70,6.1,0
2915,-77,1.3,0
2916,-110,-15.2,1
2917,-108,-10.3,1
2918,-106,-9.9,1
2919,-55,11.4,0
2920,-81,-4.8,0
2921,-96,-13.2,1
2922,-62,10.3,0
2923,-113,-17.7,1
2924,-64,12.0,0
2925,-58,11.7,0
2926,-64,8.1,0
2927,-69,1.1,0
2928,-85,-0.6,0
2929,-95,-6.8,1
2930,-119,-20.0,1
2931,-86,-4.4,1
2932,-55,12.0,0
2933,-74,3.5,1
2934,-55,9.2,0
2935,-115,-17.0,1
2936,-81,0.7,0
2937,-101,-11.5,1
2938,-79,3.2,0
2939,-84,-0.4,1
2940,-64,9.3,0
2941,-117,-16.9,1
2942,-68,4.7,0
2943,-83,-1.8,0
2944,-88,-3.6,0
2945,-109,-11.6,1
2946,-62,5.9,0
2947,-59,9.8,0
2948,-107,-13.7,1
2949,-70,5.4,0
2950,-104,-10.7,1
2951,-64,8.3,0
2952,-59,10.1,0
2953,-108,-13.7,1
2954,-78,1.0,0
2955,-109,-14.5,1
2956,-93,-6.8,1
2957,-114,-17.7,1
2958,-119,-20.0,1
2959,-119,-16.3,1
2960,-112,-15.4,1
2961,-77,2.2,0
2962,-110,-15.1,1
2963,-66,5.7,0
2964,-55,12.0,0
2965,-88,-4.8,0
2966,-92,-10.0,1
2967,-63,5.1,0
2968,-110,-13.9,1
2969,-63,8.1,0
2970,-64,8.4,0
2971,-88,-1.5,0
2972,-119,-20.0,1
2973,-91,-2.1,1
2974,-75,-2.8,0
2975,-59,10.3,0
2976,-59,9.6,0
2977,-90,-4.6,1
2978,-67,7.4,0
2979,-57,11.6,0
2980,-113,-14.1,1
2981,-65,8.1,0
2982,-72,9.0,0
2983,-92,-4.0,1
2984,-64,7.0,0
2985,-61,7.3,0
2986,-76,-0.6,0
2987,-63,5.9,0
2988,-92,-7.1,1
2989,-84,-4.4,0
2990,-70,6.1,0
2991,-114,-13.8,1
2992,-119,-19.0,1
2993,-88,-4.2,0
2994,-91,-8.3,0
2995,-65,4.0,0
2996,-60,7.8,0
2997,-85,-0.3,1
2998,-75,2.0,0
2999,-64,5.7,0
3000,-73,4.6,0
3001,-67,8.6,0
3002,-70,5.6,0
3003,-117,-19.1,1
3004,-68,4.8,0
3005,-66,5.9,0
3006,-55,12.0,0
3007,-93,-8.2,1
3008,-69,4.8,0
3009,-114,-16.2,1
3010,-81,1.5,0
3011,-59,8.3,0
3012,-56,9.2,0
3013,-102,-10.7,1
3014,-87,-2.6,0
3015,-75,3.6,0
3016,-68,5.5,0
3017,-70,7.3,0
3018,-57,9.3,0
3019,-100,-14.2,1
3020,-111,-18.6,1
3021,-100,-10.7,1
3022,-91,-4.9,0
3023,-69,6.3,0
3024,-100,-10.6,1
3025,-80,-1.3,1
3026,-78,0.6,0
3027,-56,12.0,0
3028,-99,-11.5,1
3029,-87,-1.6,0
3030,-92,-3.9,1
3031,-74,5.6,0
3032,-115,-19.1,1
3033,-74,3.5,0
3034,-83,-2.5,0
3035,-102,-10.5,1
3036,-115,-13.8,1
3037,-78,2.6,0
3038,-107,-12.9,1
3039,-57,11.2,0
3040,-111,-18.6,1
3041,-94,-7.0,1
3042,-61,7.1,0
3043,-103,-11.8,1
3044,-80,-2.5,0
3045,-70,3.4,0
3046,-103,-14.1,1
3047,-105,-8.1,1
3048,-98,-8.8,1
3049,-78,-3.1,1
3050,-67,3.0,0
3051,-112,-15.3,1
3052,-115,-14.8,1
3053,-107,-17.2,1
3054,-115,-17.9,1
3055,-88,-1.4,1
3056,-115,-18.6,1
3057,-111,-14.4,1
3058,-78,1.2,0
3059,-62,8.9,0
3060,-87,-1.5,1
3061,-118,-18.6,1
3062,-93,-7.0,0
3063,-64,4.4,0
3064,-58,7.2,0
3065,-92,-9.3,1
3066,-71,2.0,0
3067,-84,1.1,0
3068,-62,5.8,0
3069,-64,5.4,0
3070,-63,6.1,0
3071,-75,0.1,0
3072,-100,-12.1,1
3073,-62,8.1,0
3074,-102,-10.8,1
3075,-67,6.3,0
3076,-58,5.7,0
3077,-58,9.6,0
3078,-74,1.7,0
3079,-98,-10.7,1
3080,-60,8.0,0
3081,-88,-2.5,1
3082,-84,-4.4,1
3083,-120,-20.0,1
3084,-102,-15.0,1
3085,-93,-11.4,1
3086,-108,-14.5,1
3087,-99,-9.1,1
3088,-79,2.5,0
3089,-91,-5.8,0
3090,-103,-9.7,1
3091,-64,7.0,0
3092,-93,-6.7,0
3093,-100,-12.4,1
3094,-109,-15.7,1
3095,-90,-3.7,1
3096,-74,-1.0,0
3097,-82,-3.4,0
3098,-103,-11.4,1
3099,-79,-0.1,0
3100,-111,-15.7,1
3101,-64,7.5,0
3102,-71,5.6,0
3103,-94,-6.0,1
3104,-96,-7.3,1
3105,-114,-18.9,1
3106,-77,2.0,0
3107,-82,-1.0,1
3108,-89,-7.6,1
3109,-115,-18.2,1
3110,-88,-1.6,1
3111,-81,-1.6,0
3112,-65,8.3,1
3113,-96,-6.9,1
3114,-111,-12.5,1
3115,-62,9.8,0
3116,-114,-18.8,1
3117,-64,7.2,0
3118,-108,-14.7,1
3119,-97,-8.7,1
3120,-103,-13.1,1
3121,-103,-10.3,1
3122,-102,-9.0,1
3123,-87,-5.2,0
3124,-108,-11.9,1
3125,-102,-9.7,1
3126,-71,4.1,0
3127,-66,8.4,0
3128,-79,3.4,0
3129,-73,2.1,0
3130,-84,-2.3,0
3131,-55,12.0,0
3132,-66,7.9,0
3133,-77,2.5,0
3134,-119,-20.0,1
3135,-107,-17.8,1
3136,-74,-0.7,0
3137,-104,-13.5,1
3138,-91,-3.7,1
3139,-102,-14.0,1
3140,-56,12.0,0
3141,-81,2.5,0
3142,-111,-20.0,1
3143,-55,12.0,0
3144,-94,-5.5,1
3145,-73,2.2,0
3146,-103,-15.7,1
3147,-102,-9.6,1
3148,-87,-1.5,1
3149,-110,-18.5,1
3150,-78,2.8,1
3151,-62,8.2,0
3152,-114,-17.8,1
3153,-71,3.4,0
3154,-99,-6.7,1
3155,-85,0.3,1
3156,-69,6.4,0
3157,-84,-1.4,0
3158,-58,10.5,0
3159,-61,8.3,0
3160,-95,-7.7,1
3161,-102,-8.3,1
3162,-88,-6.0,1
3163,-104,-12.6,1
3164,-86,-2.0,0
3165,-89,-3.0,1
3166,-103,-15.6,1
3167,-67,3.9,0
3168,-108,-14.6,1
3169,-110,-15.6,1
3170,-68,7.2,0
3171,-91,-6.5,0
3172,-109,-13.8,1
3173,-87,-4.8,1
3174,-80,1.1,0
3175,-103,-14.2,1
3176,-79,-1.8,0
3177,-63,7.5,0
3178,-107,-13.2,1
3179,-64,8.7,0
3180,-66,2.7,0
3181,-72,4.2,0
3182,-65,4.8,0
3183,-70,3.1,0
3184,-90,-4.4,1
3185,-105,-15.6,1
3186,-65,8.8,0
3187,-115,-16.6,1
3188,-83,-2.6,1
3189,-80,1.3,0
3190,-74,4.9,0
3191,-66,7.0,0
3192,-111,-16.0,1
3193,-116,-19.3,1
3194,-110,-17.9,1
3195,-78,4.1,0
3196,-74,1.5,0
3197,-114,-16.1,1
3198,-99,-12.1,1
3199,-98,-8.8,1
3200,-108,-13.8,1
3201,-115,-18.7,1
3202,-85,0.4,0
3203,-116,-20.0,1
3204,-102,-12.5,1
3205,-100,-12.0,1
3206,-120,-20.0,1
3207,-87,-4.2,1
3208,-112,-16.1,1
3209,-85,-1.5,1
3210,-63,8.6,0
3211,-87,-2.7,1
3212,-99,-11.5,1
3213,-109,-16.5,1
3214,-84,-4.2,1
3215,-113,-18.4,1
3216,-65,7.8,0
3217,-97,-7.4,1
3218,-90,-3.4,1
3219,-91,-5.1,1
3220,-83,-2.7,1
3221,-105,-13.4,1
3222,-63,6.9,0
3223,-87,-7.1,1
3224,-83,1.8,0
3225,-97,-8.9,1
3226,-108,-15.1,1
3227,-83,-2.5,0
3228,-83,0.9,0
3229,-67,4.0,0
3230,-103,-13.6,1
3231,-69,3.7,0
3232,-90,-1.4,1
3233,-68,4.5,0
3234,-93,-8.2,1
3235,-107,-15.6,1
3236,-75,2.8,0
3237,-102,-10.4,1
3238,-99,-8.2,1
3239,-57,8.8,0
3240,-109,-12.2,1
3241,-98,-11.4,1
3242,-98,-10.3,1
3243,-63,3.0,0
3244,-95,-8.4,1
3245,-72,1.5,0
3246,-107,-13.2,1
3247,-107,-13.6,1
3248,-77,0.6,0
3249,-88,-5.2,0
3250,-71,7.1,0
3251,-105,-10.8,1
3252,-75,-1.2,0
3253,-74,0.2,0
3254,-96,-7.0,1
3255,-75,3.2,0
3256,-118,-20.0,1
3257,-93,-3.9,1
3258,-71,6.1,0
3259,-100,-10.4,1
3260,-112,-16.9,1
3261,-75,3.5,0
3262,-95,-3.8,1
3263,-105,-12.8,1
3264,-101,-7.8,1
3265,-117,-19.5,1
3266,-76,3.7,0
3267,-67,4.9,0
3268,-87,-5.7,1
3269,-119,-16.1,1
3270,-67,10.3,0
3271,-110,-13.3,1
3272,-79,-0.4,0
3273,-105,-15.6,1
3274,-93,-8.3,1
3275,-78,1.3,0
3276,-86,-0.2,0
3277,-118,-20.0,1
3278,-65,6.7,0
3279,-75,-0.6,1
3280,-118,-19.2,1
3281,-94,-5.8,1
3282,-113,-14.6,1
3283,-114,-15.4,1
3284,-103,-9.3,1
3285,-82,0.2,1
3286,-88,-3.9,1
3287,-100,-8.6,1
3288,-104,-13.1,1
3289,-106,-16.4,1
3290,-91,-6.4,0
3291,-110,-11.1,1
3292,-107,-16.8,1
3293,-94,-5.9,1
3294,-111,-15.8,1
3295,-81,0.7,0
3296,-120,-20.0,1
3297,-112,-15.9,1
3298,-62,7.9,0
3299,-100,-11.5,1
3300,-59,11.9,0
3301,-85,-2.9,0
3302,-94,-5.6,1
3303,-66,5.6,0
3304,-88,-4.1,0
3305,-78,0.2,1
3306,-82,-2.6,0
3307,-68,3.5,1
3308,-110,-18.0,1
3309,-111,-15.6,1
3310,-119,-17.5,1
3311,-115,-16.0,1
3312,-80,0.9,0
3313,-100,-10.7,1
3314,-70,5.5,0
3315,-89,-5.7,1
3316,-88,-5.8,1
3317,-107,-13.7,1
3318,-70,8.8,0
3319,-73,4.7,0
3320,-85,-2.8,0
3321,-97,-10.2,1
3322,-81,1.6,0
3323,-87,-3.1,0
3324,-82,-3.1,0
3325,-109,-13.1,1
3326,-102,-13.6,1
3327,-96,-6.8,0
3328,-93,-6.6,1
3329,-63,7.0,0
3330,-86,-6.1,1
3331,-74,2.7,0
3332,-70,5.4,0
3333,-60,10.8,0
3334,-106,-14.2,1
3335,-91,-4.2,0
3336,-85,-2.0,1
3337,-87,-4.5,1
3338,-73,7.3,0
3339,-115,-17.2,1
3340,-76,6.3,0
3341,-85,-3.3,0
3342,-79,1.0,0
3343,-78,1.5,0
3344,-86,-3.3,1
3345,-116,-20.0,1
3346,-101,-10.8,1
3347,-91,-5.1,0
3348,-70,6.4,0
3349,-62,8.5,0
3350,-75,2.4,0
3351,-110,-12.7,1
3352,-99,-8.4,1
3353,-57,12.0,0
3354,-92,-6.8,0
3355,-73,1.6,0
3356,-86,-4.6,0
3357,-112,-11.1,1
3358,-94,-10.2,1
3359,-97,-6.1,1
3360,-57,10.8,0
3361,-113,-17.5,1
3362,-120,-18.2,1
3363,-111,-16.1,1
3364,-99,-11.1,1
3365,-109,-14.3,1
3366,-113,-15.7,1
3367,-60,11.2,0
3368,-98,-8.6,1
3369,-115,-16.2,1
3370,-80,-0.3,1
3371,-81,-1.0,0
3372,-56,12.0,0
3373,-83,-1.4,0
3374,-59,12.0,0
3375,-116,-19.9,1
3376,-56,8.6,0
3377,-119,-20.0,1
3378,-103,-9.9,1
3379,-95,-7.5,1
3380,-77,1.1,0
3381,-93,-6.2,1
3382,-96,-5.0,1
3383,-73,3.8,0
3384,-74,3.5,0
3385,-112,-20.0,1
3386,-85,-2.2,1
3387,-116,-17.9,1
3388,-108,-14.2,1
3389,-89,-6.8,0
3390,-79,-2.6,0
3391,-97,-11.4,1
3392,-106,-16.5,1
3393,-83,-2.0,0
3394,-62,12.0,0
3395,-56,12.0,0
3396,-106,-12.6,1
3397,-102,-8.8,1
3398,-59,8.1,0
3399,-102,-11.6,1
3400,-91,-2.1,0
